2.0,58.0,59.0,0.0,0.0,1.0,33.0,62.0,39.0,59.0,71.0,63.0,67.0,61.0,64.0,67.0,58.0,66.0,41.0,48.0
2.0,59.0,10.0,0.0,0.0,0.0,0.0,63.0,8.0,60.0,72.0,64.0,68.0,62.0,63.0,2.0,63.0,67.0,16.0,57.0
2.0,60.0,60.0,0.0,0.0,0.0,23.0,64.0,1.0,61.0,73.0,54.0,69.0,60.0,65.0,68.0,64.0,68.0,40.0,56.0
2.0,10.0,33.0,0.0,0.0,0.0,20.0,4.0,0.0,62.0,74.0,58.0,70.0,63.0,66.0,69.0,65.0,69.0,42.0,58.0
2.0,61.0,61.0,0.0,0.0,0.0,18.0,65.0,3.0,16.0,75.0,55.0,58.0,64.0,67.0,5.0,66.0,58.0,32.0,53.0
2.0,51.0,8.0,0.0,0.0,1.0,34.0,66.0,40.0,63.0,76.0,65.0,71.0,65.0,68.0,70.0,67.0,70.0,27.0,48.0
2.0,62.0,29.0,0.0,0.0,0.0,21.0,67.0,13.0,64.0,77.0,55.0,72.0,51.0,69.0,5.0,61.0,9.0,32.0,59.0
2.0,47.0,15.0,0.0,0.0,0.0,35.0,68.0,6.0,65.0,78.0,66.0,73.0,66.0,31.0,71.0,68.0,71.0,43.0,60.0
2.0,40.0,7.0,0.0,0.0,0.0,1.0,42.0,1.0,17.0,79.0,55.0,74.0,51.0,70.0,72.0,56.0,72.0,44.0,58.0
2.0,63.0,16.0,0.0,0.0,0.0,36.0,69.0,27.0,66.0,80.0,67.0,75.0,54.0,70.0,73.0,69.0,73.0,34.0,52.0
2.0,45.0,0.0,0.0,0.0,0.0,26.0,67.0,2.0,67.0,81.0,68.0,76.0,63.0,19.0,74.0,70.0,74.0,45.0,43.0
2.0,64.0,58.0,0.0,0.0,0.0,37.0,70.0,41.0,68.0,82.0,69.0,77.0,67.0,71.0,75.0,19.0,75.0,9.0,51.0
2.0,65.0,16.0,0.0,0.0,0.0,0.0,2.0,42.0,21.0,83.0,54.0,78.0,60.0,72.0,76.0,71.0,76.0,40.0,56.0
2.0,66.0,62.0,0.0,0.0,0.0,14.0,20.0,43.0,69.0,84.0,67.0,79.0,68.0,73.0,58.0,59.0,1.0,33.0,34.0
2.0,62.0,63.0,0.0,0.0,0.0,11.0,71.0,44.0,70.0,85.0,70.0,80.0,69.0,74.0,43.0,72.0,77.0,46.0,45.0
2.0,0.0,0.0,0.0,0.0,0.0,18.0,72.0,6.0,71.0,10.0,71.0,1.0,70.0,75.0,77.0,66.0,0.0,47.0,45.0
2.0,67.0,64.0,0.0,0.0,0.0,10.0,64.0,4.0,72.0,86.0,72.0,81.0,9.0,76.0,21.0,54.0,78.0,45.0,41.0
2.0,11.0,12.0,0.0,0.0,0.0,2.0,5.0,14.0,21.0,70.0,54.0,66.0,60.0,63.0,66.0,62.0,65.0,48.0,56.0
3.0,68.0,65.0,0.0,0.0,0.0,38.0,9.0,19.0,47.0,87.0,73.0,82.0,71.0,77.0,78.0,73.0,79.0,49.0,61.0
3.0,69.0,57.0,0.0,0.0,0.0,24.0,30.0,0.0,73.0,88.0,74.0,82.0,72.0,78.0,79.0,74.0,79.0,26.0,62.0
3.0,70.0,66.0,0.0,0.0,0.0,17.0,57.0,45.0,13.0,89.0,75.0,83.0,73.0,79.0,80.0,22.0,80.0,17.0,63.0
3.0,26.0,67.0,0.0,0.0,0.0,39.0,73.0,46.0,4.0,90.0,76.0,84.0,74.0,80.0,81.0,41.0,81.0,14.0,64.0
3.0,71.0,68.0,0.0,0.0,0.0,40.0,74.0,33.0,69.0,91.0,77.0,85.0,75.0,81.0,82.0,75.0,82.0,41.0,65.0
3.0,72.0,69.0,0.0,0.0,0.0,4.0,75.0,47.0,20.0,92.0,78.0,86.0,76.0,59.0,83.0,12.0,83.0,17.0,66.0
3.0,73.0,70.0,0.0,0.0,0.0,41.0,76.0,48.0,74.0,93.0,79.0,82.0,77.0,82.0,84.0,73.0,79.0,16.0,67.0
3.0,68.0,9.0,0.0,0.0,0.0,38.0,77.0,3.0,75.0,94.0,80.0,87.0,78.0,83.0,85.0,76.0,84.0,50.0,56.0
3.0,74.0,63.0,0.0,0.0,0.0,42.0,78.0,11.0,76.0,95.0,81.0,85.0,79.0,84.0,19.0,9.0,82.0,16.0,67.0
3.0,65.0,71.0,0.0,0.0,0.0,43.0,79.0,44.0,77.0,96.0,82.0,88.0,80.0,85.0,86.0,77.0,85.0,51.0,68.0
3.0,75.0,54.0,0.0,0.0,0.0,44.0,80.0,18.0,78.0,97.0,83.0,89.0,81.0,86.0,87.0,24.0,86.0,52.0,63.0
3.0,76.0,72.0,0.0,0.0,0.0,45.0,81.0,44.0,79.0,98.0,84.0,90.0,82.0,87.0,88.0,78.0,87.0,49.0,61.0
3.0,77.0,73.0,0.0,0.0,0.0,18.0,54.0,27.0,80.0,99.0,85.0,91.0,83.0,88.0,89.0,79.0,88.0,5.0,58.0
3.0,78.0,25.0,0.0,0.0,0.0,22.0,82.0,13.0,9.0,100.0,86.0,92.0,84.0,89.0,90.0,33.0,89.0,49.0,69.0
3.0,79.0,74.0,0.0,0.0,0.0,46.0,83.0,26.0,42.0,101.0,87.0,93.0,85.0,90.0,91.0,16.0,90.0,53.0,43.0
3.0,7.0,75.0,0.0,1.0,0.0,14.0,31.0,3.0,44.0,102.0,88.0,94.0,86.0,91.0,92.0,14.0,91.0,54.0,68.0
3.0,19.0,55.0,0.0,0.0,0.0,40.0,84.0,22.0,81.0,103.0,89.0,95.0,87.0,92.0,93.0,80.0,92.0,36.0,68.0
3.0,80.0,32.0,0.0,0.0,0.0,38.0,16.0,2.0,82.0,104.0,90.0,96.0,88.0,93.0,94.0,81.0,93.0,16.0,70.0
3.0,81.0,76.0,0.0,0.0,0.0,11.0,85.0,49.0,83.0,105.0,91.0,97.0,89.0,94.0,6.0,2.0,94.0,30.0,71.0
3.0,82.0,77.0,0.0,0.0,0.0,11.0,13.0,7.0,84.0,106.0,4.0,98.0,90.0,95.0,95.0,82.0,95.0,55.0,72.0
3.0,83.0,78.0,0.0,0.0,0.0,19.0,86.0,11.0,16.0,107.0,92.0,99.0,91.0,96.0,96.0,83.0,96.0,49.0,73.0
3.0,84.0,57.0,0.0,0.0,0.0,6.0,33.0,31.0,85.0,108.0,93.0,100.0,92.0,82.0,97.0,84.0,97.0,25.0,72.0
3.0,0.0,79.0,0.0,0.0,0.0,5.0,67.0,25.0,86.0,109.0,94.0,101.0,93.0,97.0,98.0,85.0,98.0,21.0,74.0
3.0,85.0,71.0,0.0,0.0,0.0,21.0,54.0,8.0,44.0,110.0,95.0,102.0,75.0,98.0,99.0,86.0,99.0,18.0,35.0
3.0,44.0,33.0,0.0,0.0,0.0,47.0,87.0,8.0,87.0,111.0,96.0,103.0,94.0,99.0,100.0,87.0,100.0,26.0,68.0
3.0,86.0,52.0,0.0,0.0,0.0,48.0,88.0,19.0,88.0,112.0,97.0,104.0,95.0,100.0,101.0,43.0,101.0,26.0,65.0
3.0,87.0,80.0,0.0,1.0,2.0,49.0,89.0,50.0,89.0,113.0,98.0,105.0,96.0,101.0,102.0,74.0,102.0,49.0,69.0
3.0,88.0,81.0,0.0,0.0,0.0,50.0,90.0,2.0,90.0,114.0,99.0,106.0,97.0,102.0,103.0,88.0,103.0,50.0,64.0
3.0,89.0,22.0,0.0,0.0,0.0,4.0,91.0,4.0,25.0,115.0,99.0,107.0,98.0,96.0,96.0,83.0,104.0,17.0,21.0
3.0,90.0,82.0,0.0,0.0,0.0,22.0,92.0,51.0,91.0,116.0,100.0,108.0,99.0,103.0,104.0,89.0,105.0,30.0,75.0
4.0,91.0,60.0,0.0,0.0,0.0,51.0,93.0,52.0,92.0,117.0,54.0,109.0,60.0,104.0,105.0,90.0,106.0,56.0,76.0
4.0,91.0,83.0,0.0,0.0,0.0,51.0,93.0,52.0,92.0,117.0,54.0,109.0,60.0,104.0,105.0,90.0,106.0,56.0,76.0
4.0,92.0,84.0,0.0,0.0,0.0,51.0,93.0,52.0,92.0,117.0,54.0,109.0,60.0,104.0,105.0,90.0,106.0,56.0,76.0
4.0,93.0,54.0,0.0,0.0,0.0,5.0,94.0,53.0,93.0,118.0,101.0,110.0,6.0,105.0,106.0,91.0,107.0,53.0,77.0
4.0,74.0,85.0,0.0,0.0,0.0,18.0,37.0,54.0,58.0,119.0,60.0,111.0,100.0,21.0,107.0,92.0,108.0,44.0,78.0
4.0,18.0,86.0,0.0,0.0,0.0,2.0,95.0,43.0,94.0,120.0,102.0,112.0,83.0,106.0,108.0,58.0,109.0,57.0,59.0
4.0,40.0,87.0,0.0,0.0,0.0,51.0,93.0,52.0,92.0,117.0,54.0,109.0,60.0,104.0,105.0,90.0,106.0,56.0,76.0
4.0,12.0,20.0,0.0,0.0,0.0,5.0,96.0,31.0,37.0,121.0,16.0,113.0,101.0,107.0,109.0,93.0,110.0,38.0,14.0
4.0,94.0,88.0,0.0,0.0,0.0,45.0,97.0,30.0,95.0,122.0,103.0,114.0,64.0,63.0,18.0,94.0,111.0,58.0,79.0
4.0,53.0,1.0,0.0,0.0,0.0,27.0,21.0,1.0,18.0,123.0,104.0,115.0,3.0,57.0,110.0,95.0,112.0,39.0,63.0
4.0,95.0,17.0,0.0,0.0,0.0,17.0,92.0,54.0,61.0,124.0,105.0,116.0,20.0,86.0,111.0,96.0,113.0,11.0,58.0
4.0,22.0,85.0,0.0,0.0,0.0,3.0,98.0,15.0,4.0,125.0,61.0,117.0,8.0,108.0,112.0,97.0,114.0,59.0,80.0
4.0,36.0,89.0,0.0,0.0,0.0,2.0,23.0,55.0,96.0,126.0,106.0,118.0,102.0,109.0,113.0,60.0,115.0,55.0,52.0
4.0,90.0,90.0,0.0,0.0,0.0,5.0,99.0,15.0,97.0,127.0,107.0,119.0,103.0,110.0,114.0,58.0,116.0,53.0,58.0
4.0,96.0,91.0,0.0,0.0,0.0,0.0,20.0,0.0,33.0,128.0,18.0,120.0,15.0,54.0,115.0,98.0,117.0,46.0,69.0
4.0,97.0,88.0,0.0,0.0,0.0,51.0,93.0,52.0,92.0,117.0,54.0,109.0,60.0,104.0,105.0,90.0,106.0,56.0,76.0
4.0,98.0,92.0,0.0,0.0,0.0,18.0,42.0,9.0,98.0,129.0,53.0,3.0,104.0,111.0,116.0,99.0,57.0,60.0,77.0
4.0,99.0,91.0,0.0,0.0,0.0,1.0,100.0,15.0,97.0,26.0,18.0,120.0,11.0,112.0,117.0,100.0,117.0,61.0,63.0
4.0,100.0,10.0,0.0,0.0,0.0,3.0,23.0,54.0,38.0,60.0,64.0,57.0,100.0,113.0,57.0,101.0,56.0,2.0,81.0
4.0,101.0,93.0,0.0,0.0,0.0,1.0,15.0,15.0,18.0,130.0,10.0,121.0,101.0,114.0,118.0,102.0,118.0,62.0,78.0
4.0,66.0,24.0,0.0,0.0,0.0,36.0,101.0,18.0,78.0,131.0,108.0,122.0,105.0,115.0,119.0,37.0,119.0,10.0,77.0
4.0,102.0,28.0,0.0,0.0,0.0,9.0,102.0,54.0,61.0,132.0,58.0,57.0,52.0,116.0,120.0,103.0,56.0,1.0,82.0
4.0,102.0,7.0,0.0,0.0,0.0,9.0,103.0,15.0,38.0,133.0,109.0,123.0,106.0,117.0,121.0,68.0,120.0,36.0,53.0
4.0,103.0,94.0,0.0,0.0,0.0,23.0,1.0,56.0,99.0,15.0,110.0,124.0,0.0,75.0,92.0,15.0,121.0,63.0,83.0
4.0,25.0,4.0,0.0,0.0,0.0,38.0,41.0,29.0,18.0,134.0,111.0,125.0,107.0,118.0,97.0,42.0,122.0,50.0,36.0
4.0,104.0,3.0,0.0,0.0,0.0,14.0,40.0,9.0,85.0,135.0,64.0,126.0,100.0,119.0,66.0,104.0,123.0,64.0,61.0
4.0,105.0,95.0,0.0,0.0,0.0,16.0,54.0,1.0,100.0,136.0,112.0,98.0,108.0,120.0,122.0,98.0,95.0,58.0,63.0
4.0,106.0,96.0,0.0,0.0,0.0,36.0,104.0,26.0,77.0,137.0,113.0,127.0,109.0,81.0,19.0,105.0,124.0,12.0,64.0
4.0,107.0,97.0,0.0,0.0,0.0,20.0,30.0,57.0,58.0,138.0,68.0,114.0,52.0,121.0,123.0,35.0,111.0,42.0,78.0
4.0,108.0,92.0,0.0,0.0,0.0,7.0,10.0,19.0,21.0,139.0,103.0,128.0,64.0,122.0,124.0,106.0,125.0,65.0,61.0
5.0,109.0,98.0,0.0,1.0,1.0,52.0,105.0,8.0,101.0,140.0,114.0,129.0,110.0,123.0,125.0,107.0,126.0,66.0,78.0
5.0,110.0,99.0,0.0,0.0,0.0,46.0,106.0,58.0,102.0,141.0,115.0,130.0,111.0,124.0,114.0,91.0,127.0,49.0,35.0
5.0,111.0,100.0,0.0,0.0,0.0,40.0,107.0,24.0,103.0,142.0,100.0,131.0,112.0,125.0,126.0,80.0,128.0,36.0,69.0
5.0,104.0,101.0,0.0,0.0,0.0,53.0,108.0,59.0,104.0,143.0,116.0,132.0,92.0,81.0,81.0,85.0,129.0,26.0,84.0
5.0,69.0,102.0,0.0,0.0,1.0,54.0,109.0,60.0,105.0,144.0,117.0,133.0,113.0,126.0,127.0,108.0,130.0,36.0,69.0
5.0,112.0,103.0,0.0,0.0,0.0,24.0,110.0,20.0,106.0,145.0,81.0,134.0,114.0,127.0,128.0,78.0,131.0,66.0,21.0
5.0,113.0,104.0,0.0,0.0,0.0,38.0,111.0,61.0,107.0,146.0,118.0,135.0,115.0,128.0,129.0,74.0,132.0,26.0,21.0
5.0,99.0,105.0,0.0,0.0,0.0,22.0,112.0,62.0,108.0,147.0,119.0,136.0,116.0,83.0,130.0,109.0,133.0,36.0,34.0
5.0,114.0,106.0,0.0,1.0,0.0,6.0,113.0,49.0,55.0,148.0,120.0,133.0,117.0,129.0,131.0,33.0,130.0,66.0,63.0
5.0,2.0,104.0,0.0,0.0,0.0,55.0,114.0,17.0,109.0,149.0,121.0,137.0,61.0,123.0,132.0,110.0,134.0,36.0,63.0
5.0,115.0,107.0,0.0,0.0,0.0,30.0,115.0,63.0,110.0,150.0,122.0,138.0,118.0,130.0,133.0,111.0,135.0,49.0,56.0
5.0,116.0,108.0,0.0,0.0,0.0,10.0,116.0,64.0,111.0,151.0,123.0,139.0,119.0,131.0,134.0,112.0,136.0,41.0,61.0
5.0,117.0,105.0,0.0,0.0,0.0,49.0,39.0,65.0,112.0,152.0,124.0,140.0,120.0,132.0,75.0,26.0,137.0,41.0,36.0
5.0,73.0,109.0,0.0,0.0,0.0,20.0,117.0,61.0,113.0,153.0,125.0,141.0,121.0,133.0,135.0,113.0,138.0,41.0,75.0
5.0,91.0,100.0,0.0,0.0,0.0,17.0,110.0,66.0,114.0,154.0,126.0,142.0,122.0,117.0,136.0,44.0,139.0,36.0,85.0
5.0,29.0,110.0,0.0,0.0,0.0,56.0,118.0,67.0,115.0,155.0,127.0,143.0,98.0,134.0,137.0,114.0,140.0,36.0,70.0
5.0,118.0,111.0,0.0,1.0,0.0,57.0,119.0,10.0,116.0,156.0,128.0,142.0,123.0,135.0,96.0,115.0,139.0,41.0,75.0
5.0,75.0,112.0,0.0,0.0,0.0,46.0,120.0,68.0,117.0,157.0,129.0,144.0,124.0,136.0,138.0,2.0,141.0,17.0,37.0
5.0,44.0,98.0,0.0,0.0,0.0,58.0,121.0,69.0,118.0,158.0,130.0,145.0,125.0,137.0,139.0,86.0,142.0,41.0,78.0
5.0,119.0,113.0,0.0,0.0,0.0,19.0,122.0,70.0,119.0,159.0,131.0,146.0,126.0,138.0,111.0,7.0,143.0,66.0,65.0
5.0,110.0,101.0,0.0,0.0,2.0,59.0,123.0,71.0,118.0,160.0,132.0,147.0,127.0,129.0,140.0,116.0,144.0,36.0,80.0
5.0,120.0,106.0,0.0,0.0,0.0,25.0,124.0,49.0,120.0,161.0,65.0,148.0,128.0,85.0,70.0,117.0,145.0,66.0,78.0
5.0,121.0,99.0,0.0,0.0,0.0,60.0,125.0,72.0,121.0,162.0,133.0,149.0,129.0,139.0,43.0,44.0,146.0,41.0,35.0
5.0,122.0,102.0,0.0,0.0,1.0,52.0,52.0,73.0,122.0,163.0,132.0,150.0,130.0,34.0,141.0,118.0,147.0,50.0,63.0
5.0,123.0,114.0,0.0,0.0,0.0,5.0,126.0,74.0,94.0,164.0,134.0,151.0,131.0,36.0,134.0,119.0,148.0,41.0,86.0
